"","wojewodztwo_nazwa","powiat_nazwa","gmina_nazwa","zaszczepieni_pelna_dawka","przyrost_zaszczepionych_od_2021_08_01","liczba_ludnosci","zaszczepieni_pacjenci_jedna_dawka","zaszczepieni_pelna_dawka","grupa_wiekowa_12_19","grupa_wiekowa_20_39","grupa_wiekowa_40_59","grupa_wiekowa_60_69","grupa_wiekowa_70_plus"
"1484","podkarpackie","rzeszowski","Sokołów Małopolski (m-w)","5630","9.38","17268","5763","5630","235","1574","1938","991","991"
"1485","podkarpackie","rzeszowski","Świlcza (w)","7400","9.63","16299","7547","7400","452","1829","2563","1196","1196"
"1486","podkarpackie","rzeszowski","Trzebownisko (w)","10391","10.01","22633","10561","10391","614","2874","3571","1671","1671"
"1487","podkarpackie","rzeszowski","Tyczyn (m-w)","4766","10.65","10662","4889","4766","320","1263","1715","727","727"
"1488","podkarpackie","Rzeszów","Rzeszów (m)","107007","10.15","196638","109223","107007","6058","31037","32072","17677","17677"
"1489","podkarpackie","sanocki","Besko (w)","1611","8.4","4489","1644","1611","61","427","531","324","324"
"1490","podkarpackie","sanocki","Bukowsko (w)","1679","8.27","5463","1732","1679","71","432","536","351","351"
"1491","podkarpackie","sanocki","Komańcza (w)","1700","6.76","4466","1736","1700","68","362","524","374","374"
"1492","podkarpackie","sanocki","Sanok (m)","17611","8.68","36999","17989","17611","807","3714","5128","3914","3914"
"1493","podkarpackie","sanocki","Sanok (w)","6600","8.51","18113","6747","6600","314","1622","2358","1138","1138"
"1494","podkarpackie","sanocki","Tyrawa Wołoska (w)","679","11.29","1976","692","679","27","188","234","115","115"
"1495","podkarpackie","sanocki","Zagórz (m-w)","5011","7.83","13072","5116","5011","201","1158","1697","972","972"
"1496","podkarpackie","sanocki","Zarszyn (w)","3569","8.93","9240","3661","3569","152","874","1124","699","699"
"1497","podkarpackie","stalowowolski","Bojanów (w)","2148","9.51","7621","2222","2148","117","612","731","394","394"
"1498","podkarpackie","stalowowolski","Pysznica (w)","3696","8.05","11335","3805","3696","182","931","1359","656","656"
"1499","podkarpackie","stalowowolski","Radomyśl nad Sanem (w)","2950","9.41","7331","3017","2950","116","727","929","568","568"
"1500","podkarpackie","stalowowolski","Stalowa Wola (m)","27089","9.24","59623","27762","27089","1270","5685","7724","5922","5922"
"1501","podkarpackie","stalowowolski","Zaklików (m-w)","3811","9.93","8497","3887","3811","150","905","1265","755","755"
"1502","podkarpackie","stalowowolski","Zaleszany (w)","4237","10.3","11024","4336","4237","191","996","1477","805","805"
"1503","podkarpackie","strzyżowski","Czudec (w)","5038","9.54","11777","5146","5038","235","1372","1702","851","851"
"1504","podkarpackie","strzyżowski","Frysztak (w)","3369","9.42","10338","3425","3369","145","939","1093","611","611"
"1505","podkarpackie","strzyżowski","Niebylec (w)","3808","8.97","10537","3887","3808","167","927","1350","679","679"
"1506","podkarpackie","strzyżowski","Strzyżów (m-w)","7779","8.55","20521","7935","7779","362","1908","2500","1461","1461"
"1507","podkarpackie","strzyżowski","Wiśniowa (w)","2918","10","7988","2957","2918","136","768","935","550","550"
"1508","podkarpackie","Tarnobrzeg","Tarnobrzeg (m)","26215","10.99","46360","26733","26215","1412","5660","8316","5024","5024"
"1509","podkarpackie","tarnobrzeski","Baranów Sandomierski (m-w)","5180","12.29","11770","5278","5180","265","1277","1759","926","926"
"1510","podkarpackie","tarnobrzeski","Gorzyce (w)","5620","10.55","13050","5747","5620","267","1392","1778","1195","1195"
"1511","podkarpackie","tarnobrzeski","Grębów (w)","4081","13.77","10010","4166","4081","151","1109","1471","657","657"
"1512","podkarpackie","tarnobrzeski","Nowa Dęba (m-w)","7323","9.18","17890","7446","7323","317","1693","2290","1481","1481"
"1513","podlaskie","augustowski","Augustów (m)","14553","11.02","29946","14857","14553","837","3479","4524","2746","2746"
"1514","podlaskie","augustowski","Augustów (w)","2503","10.63","6742","2549","2503","162","708","812","434","434"
"1515","podlaskie","augustowski","Bargłów Kościelny (w)","2073","10.14","5455","2125","2073","123","513","648","362","362"
"1516","podlaskie","augustowski","Lipsk (m-w)","2272","11.67","4980","2325","2272","106","488","677","508","508"
"1517","podlaskie","augustowski","Nowinka (w)","1240","9.62","2942","1263","1240","66","273","390","213","213"
"1518","podlaskie","augustowski","Płaska (w)","1317","12.24","2590","1341","1317","102","305","433","232","232"
"1519","podlaskie","augustowski","Sztabin (w)","2331","13.59","4996","2372","2331","141","567","701","450","450"
"1520","podlaskie","białostocki","Choroszcz (m-w)","8107","11.3","15781","8258","8107","446","2057","2835","1478","1478"
"1521","podlaskie","białostocki","Czarna Białostocka (m-w)","5367","12.09","11211","5521","5367","271","1256","1669","1074","1074"
"1522","podlaskie","białostocki","Dobrzyniewo Duże (w)","4788","11.75","9619","4903","4788","312","1183","1770","783","783"
"1523","podlaskie","białostocki","Gródek (w)","2744","12.7","5093","2788","2744","168","556","781","567","567"
"1524","podlaskie","białostocki","Juchnowiec Kościelny (w)","8345","11.51","16932","8533","8345","520","2228","3072","1402","1402"
"1525","podlaskie","białostocki","Łapy (m-w)","9720","10.47","21653","10038","9720","472","2322","2816","2145","2145"
"1526","podlaskie","białostocki","Michałowo (m-w)","3172","10.18","6446","3254","3172","146","629","951","676","676"
"1527","podlaskie","białostocki","Poświętne (w)","1389","12.04","3340","1429","1389","85","317","412","281","281"
"1528","podlaskie","białostocki","Supraśl (m-w)","8316","11.41","16003","8508","8316","503","2038","3013","1456","1456"
"1529","podlaskie","białostocki","Suraż (m-w)","885","11.41","1937","902","885","55","207","284","146","146"
"1530","podlaskie","białostocki","Turośń Kościelna (w)","3106","10.47","6524","3160","3106","186","807","1081","553","553"
"1531","podlaskie","białostocki","Tykocin (m-w)","2408","10.93","6167","2456","2408","121","616","740","419","419"
"1532","podlaskie","białostocki","Wasilków (m-w)","9078","12.49","18067","9337","9078","623","2524","3286","1384","1384"
"1533","podlaskie","białostocki","Zabłudów (m-w)","4205","11.39","9386","4284","4205","225","988","1452","784","784"
"1534","podlaskie","białostocki","Zawady (w)","944","9.94","2686","967","944","28","228","309","172","172"
"1535","podlaskie","Białystok","Białystok (m)","166107","11.66","296958","169775","166107","9555","44101","52300","28347","28347"
"1536","podlaskie","bielski","Bielsk Podlaski (m)","12087","12.15","25044","12332","12087","507","2740","3781","2627","2627"
"1537","podlaskie","bielski","Bielsk Podlaski (w)","2505","9.81","6501","2570","2505","88","465","721","441","441"
"1538","podlaskie","bielski","Boćki (w)","1783","9.29","4099","1808","1783","77","369","510","303","303"
"1539","podlaskie","bielski","Brańsk (m)","1786","10.72","3694","1832","1786","74","452","527","402","402"
"1540","podlaskie","bielski","Brańsk (w)","2298","10.62","5566","2367","2298","122","524","664","384","384"
"1541","podlaskie","bielski","Orla (w)","1017","9.59","2638","1044","1017","26","159","260","183","183"
"1542","podlaskie","bielski","Rudka (w)","802","10.43","1851","830","802","32","196","235","170","170"
"1543","podlaskie","bielski","Wyszki (w)","1926","9.3","4302","1955","1926","106","425","500","356","356"
"1544","podlaskie","grajewski","Grajewo (m)","8866","10.59","21709","9150","8866","424","2022","2859","1968","1968"
"1545","podlaskie","grajewski","Grajewo (w)","1784","10.12","5772","1858","1784","88","517","600","327","327"
"1546","podlaskie","grajewski","Radziłów (w)","1488","10.44","4646","1536","1488","99","362","458","298","298"
"1547","podlaskie","grajewski","Rajgród (m-w)","2035","10.13","5115","2090","2035","119","464","619","428","428"
"1548","podlaskie","grajewski","Szczuczyn (m-w)","2434","10.58","5994","2501","2434","124","616","763","498","498"
"1549","podlaskie","grajewski","Wąsosz (w)","1343","13.78","3556","1379","1343","75","325","423","259","259"
"1550","podlaskie","hajnowski","Białowieża (w)","1161","10.42","2130","1195","1161","57","214","360","232","232"
"1551","podlaskie","hajnowski","Czeremcha (w)","1318","9.76","3064","1343","1318","48","231","360","313","313"
"1552","podlaskie","hajnowski","Czyże (w)","755","9.76","1927","774","755","21","110","198","138","138"
"1553","podlaskie","hajnowski","Dubicze Cerkiewne (w)","589","9.07","1433","602","589","18","82","161","97","97"
"1554","podlaskie","hajnowski","Hajnówka (m)","9722","10.17","20265","9929","9722","382","1908","2794","2313","2313"
"1555","podlaskie","hajnowski","Hajnówka (w)","1496","9.51","3817","1522","1496","45","284","465","322","322"
"1556","podlaskie","hajnowski","Kleszczele (m-w)","988","10.01","2408","1014","988","48","179","255","205","205"
"1557","podlaskie","hajnowski","Narew (w)","1521","11.33","3417","1559","1521","39","339","431","304","304"
"1558","podlaskie","hajnowski","Narewka (w)","1495","11.42","3530","1532","1495","46","300","429","348","348"
"1559","podlaskie","kolneński","Grabowo (w)","1324","10.5","3372","1364","1324","69","341","420","248","248"
"1560","podlaskie","kolneński","Kolno (m)","4533","9.41","10143","4644","4533","152","1178","1403","1028","1028"
"1561","podlaskie","kolneński","Kolno (w)","3001","9.65","8498","3073","3001","153","775","1015","534","534"
"1562","podlaskie","kolneński","Mały Płock (w)","1786","9.21","4692","1827","1786","66","462","559","353","353"
"1563","podlaskie","kolneński","Stawiski (m-w)","2155","10.84","6069","2210","2155","103","557","721","334","334"
"1564","podlaskie","kolneński","Turośl (w)","1614","11.6","5113","1650","1614","73","443","575","236","236"
"1565","podlaskie","Łomża","Łomża (m)","30742","10.55","62573","31364","30742","1695","7420","9507","6469","6469"
"1566","podlaskie","łomżyński","Jedwabne (m-w)","1998","11.35","5234","2031","1998","83","512","650","363","363"
"1567","podlaskie","łomżyński","Łomża (w)","4811","12.1","11254","4908","4811","279","1302","1732","846","846"
"1568","podlaskie","łomżyński","Miastkowo (w)","1618","13.09","4216","1669","1618","91","464","550","299","299"
"1569","podlaskie","łomżyński","Nowogród (m-w)","1659","12.59","3995","1697","1659","92","412","573","285","285"
"1570","podlaskie","łomżyński","Piątnica (w)","4001","10.98","10666","4094","4001","209","1103","1333","682","682"
"1571","podlaskie","łomżyński","Przytuły (w)","712","9.13","2059","723","712","37","169","226","117","117"
"1572","podlaskie","łomżyński","Śniadowo (w)","2040","12.25","5280","2101","2040","114","548","639","365","365"
"1573","podlaskie","łomżyński","Wizna (w)","1714","13.43","3946","1748","1714","87","436","510","316","316"
"1574","podlaskie","łomżyński","Zbójna (w)","1565","10.12","4169","1606","1565","90","397","554","253","253"
"1575","podlaskie","moniecki","Goniądz (m-w)","2058","9.74","4897","2096","2058","118","482","613","408","408"
"1576","podlaskie","moniecki","Jasionówka (w)","1270","13.06","2711","1296","1270","89","306","409","223","223"
"1577","podlaskie","moniecki","Jaświły (w)","1844","9.23","4801","1889","1844","84","450","540","364","364"
"1578","podlaskie","moniecki","Knyszyn (m-w)","1960","9.8","4713","2000","1960","91","512","593","377","377"
"1579","podlaskie","moniecki","Krypno (w)","1463","8.46","3960","1582","1463","100","342","495","310","310"
"1580","podlaskie","moniecki","Mońki (m-w)","5812","10.05","14795","5951","5812","272","1412","1720","1207","1207"
"1581","podlaskie","moniecki","Trzcianne (w)","1579","10.23","4193","1606","1579","89","369","453","297","297"
"1582","podlaskie","sejneński","Giby (w)","1228","11.25","2685","1255","1228","50","290","391","238","238"
"1583","podlaskie","sejneński","Krasnopol (w)","1713","13.26","3756","1741","1713","97","421","548","326","326"
"1584","podlaskie","sejneński","Puńsk (w)","1993","11.5","4156","2031","1993","136","490","648","308","308"
"1585","podlaskie","sejneński","Sejny (m)","2694","11.8","5159","2754","2694","127","615","833","585","585"
"1586","podlaskie","sejneński","Sejny (w)","1710","11.7","3933","1750","1710","82","431","520","324","324"
"1587","podlaskie","siemiatycki","Drohiczyn (m-w)","2603","8.93","6146","2659","2603","105","588","705","504","504"
"1588","podlaskie","siemiatycki","Dziadkowice (w)","1015","7.51","2688","1037","1015","31","232","296","195","195"
"1589","podlaskie","siemiatycki","Grodzisk (w)","1575","8.25","4134","1620","1575","59","328","446","283","283"
"1590","podlaskie","siemiatycki","Mielnik (w)","969","9.05","2298","991","969","37","165","259","196","196"
"1591","podlaskie","siemiatycki","Milejczyce (w)","638","9.87","1702","654","638","27","89","170","131","131"
"1592","podlaskie","siemiatycki","Nurzec-Stacja (w)","1451","10.41","3688","1487","1451","57","265","401","312","312"
"1593","podlaskie","siemiatycki","Perlejewo (w)","1119","10.82","2726","1154","1119","45","255","335","206","206"
"1594","podlaskie","siemiatycki","Siemiatycze (m)","6362","9.08","14210","6496","6362","243","1464","1860","1554","1554"
"1595","podlaskie","siemiatycki","Siemiatycze (w)","2001","9.14","6026","2055","2001","72","470","604","388","388"
"1596","podlaskie","sokólski","Dąbrowa Białostocka (m-w)","5521","13.1","11169","5617","5521","282","1336","1642","1071","1071"
"1597","podlaskie","sokólski","Janów (w)","1935","15.37","4002","1978","1935","134","502","587","345","345"
"1598","podlaskie","sokólski","Korycin (w)","1365","10.53","3172","1390","1365","95","318","421","246","246"
"1599","podlaskie","sokólski","Krynki (m-w)","1448","8.96","2958","1488","1448","65","276","424","318","318"
"1600","podlaskie","sokólski","Kuźnica (w)","1984","12.13","3890","2014","1984","98","452","700","339","339"
"1601","podlaskie","sokólski","Nowy Dwór (w)","1161","11.43","2573","1184","1161","51","254","359","220","220"
"1602","podlaskie","sokólski","Sidra (w)","1675","11.05","3358","1707","1675","87","382","498","347","347"
"1603","podlaskie","sokólski","Sokółka (m-w)","12719","11.39","25184","12971","12719","690","2969","4057","2575","2575"
"1604","podlaskie","sokólski","Suchowola (m-w)","3148","13.16","6765","3224","3148","215","722","968","572","572"
"1605","podlaskie","sokólski","Szudziałowo (w)","1349","10.81","2812","1381","1349","60","269","435","254","254"
"1606","podlaskie","suwalski","Bakałarzewo (w)","1225","11.68","3091","1262","1225","77","320","379","267","267"
"1607","podlaskie","suwalski","Filipów (w)","1961","14.74","4212","2000","1961","142","452","612","375","375"
"1608","podlaskie","suwalski","Jeleniewo (w)","1330","11.09","3156","1366","1330","96","353","422","243","243"
"1609","podlaskie","suwalski","Przerośl (w)","1098","11.76","2907","1123","1098","51","325","337","187","187"
"1610","podlaskie","suwalski","Raczki (w)","2530","13.05","5860","2579","2530","165","643","801","495","495"
"1611","podlaskie","suwalski","Rutka-Tartak (w)","1032","10.82","2330","1048","1032","75","247","356","162","162"
"1612","podlaskie","suwalski","Suwałki (w)","3591","11.31","7826","3682","3591","235","949","1336","615","615"
"1613","podlaskie","suwalski","Szypliszki (w)","1578","10.74","3884","1609","1578","84","399","502","285","285"
"1614","podlaskie","suwalski","Wiżajny (w)","977","8.96","2311","995","977","51","201","292","205","205"
"1615","podlaskie","Suwałki","Suwałki (m)","34886","11.71","69639","35686","34886","1967","9097","11404","6828","6828"
"1616","podlaskie","wysokomazowiecki","Ciechanowiec (m-w)","4015","10.07","8494","4115","4015","196","916","1167","829","829"
"1617","podlaskie","wysokomazowiecki","Czyżew (m-w)","3426","15.32","6318","3506","3426","205","918","1057","608","608"
"1618","podlaskie","wysokomazowiecki","Klukowo (w)","2118","13.11","4255","2148","2118","117","500","616","348","348"
