county,Kod,population,WOJ.x,Feminization_index,w.wieku.przedprodukcyjnym.2021....,Working_age_population_share,w.wieku.poprodukcyjnym.2021....,Doctors_and_staff_per_10_thousand_people_in_2020,Population_per_1_square_km_in_2021,zaszczepieni_pelna_dawka,liczba_ludnosci,Fully_vaccinated_population,ludność,WOJ.y,Frekwencja,X..głosów.nieważnych,W.tym.z.powodu.postawienia.znaku..X..obok.nazwiska.dwóch.lub.większej.liczby.kandydatów.z.różnych.list,W.tym.z.powodu.niepostawienia.znaku..X..obok.nazwiska.żadnego.kandydata,W.tym.z.powodu.postawienia.znaku..X..wyłącznie.obok.nazwiska.kandydata.na.liście.której.rejestracja.została.unieważniona,X..głosów.ważnych,KOALICYJNY.KOMITET.WYBORCZY.KOALICJA.OBYWATELSKA.PO..N.IPL.ZIELONI...ZPOW.601.6.19,KOMITET.WYBORCZY.AKCJA.ZAWIEDZIONYCH.EMERYTÓW.RENCISTÓW...ZPOW.601.21.19,KOMITET.WYBORCZY.KONFEDERACJA.WOLNOŚĆ.I.NIEPODLEGŁOŚĆ...ZPOW.601.5.19,KOMITET.WYBORCZY.POLSKIE.STRONNICTWO.LUDOWE...ZPOW.601.19.19,KOMITET.WYBORCZY.PRAWICA...ZPOW.601.20.19,Votes_on_PiS_commission,KOMITET.WYBORCZY.SKUTECZNI.PIOTRA.LIROYA.MARCA...ZPOW.601.17.19,KOMITET.WYBORCZY.SOJUSZ.LEWICY.DEMOKRATYCZNEJ...ZPOW.601.1.19,KOMITET.WYBORCZY.WYBORCÓW.KOALICJA.BEZPARTYJNI.I.SAMORZĄDOWCY...ZPOW.601.10.19,KOMITET.WYBORCZY.WYBORCÓW.MNIEJSZOŚĆ.NIEMIECKA...ZPOW.601.15.19,Higher_education_population_share_in_2011,średnie,zasadnicze_zawodowe,podstawowe,Health_exp,Health_expenditure_per_1_person
pleszewski,3020000,62615,30,102,19.2,60,20.8,37.3,88,36238,62763,57.74,62615,30,57.99,1.88,68.47,31.53,0,98.12,20.46,0,5.57,17.66,0,46.7,0,9.62,0,0,0.12511061729366188,0.2983618807889717,0.3241824152917347,0.25234508662563176,5768324.05,92.12367723388964
płocki,1419000,110504,14,102,18.6,61.8,19.7,8.2,61,59791,110742,53.99,110504,14,55.88,1.87,61.2,38.8,0,98.13,11.63,0,4.96,18.14,0,56.79,0,7.12,1.36,0,0.11013206056762681,0.27315510163212176,0.2678370770891047,0.34887576071114673,3818077.09,34.55148311373344
płoński,1420000,86374,14,104,18.5,59.8,21.7,38.1,62,46179,86671,53.28,86374,14,52.91,1.89,61.78,38.22,0,98.11,14.7,0,4.91,13.59,0,56.13,0,8.61,2.06,0,0.116421768707483,0.30202721088435375,0.23791836734693877,0.3436326530612245,3720993.45,43.080017713663835
poddębicki,1011000,40743,10,103,17.3,59.3,23.4,30.3,46,22875,40906,55.92,40743,10,58.14,1.57,63.64,36.36,0,98.43,13.53,0,4.96,15.55,0,55.95,0,9.01,1,0,0.1035611490490434,0.27580563237203004,0.24025057847508324,0.3803826401038433,1628051.37,39.959044989323324
policki,3211000,82193,32,105,20,61.6,18.4,38.6,124,50221,81584,61.56,82193,32,65.42,0.97,59.35,40.65,0,99.03,41.64,0,7.33,5.04,0,29.9,0,16.08,0,0,0.24741954526752652,0.322051483873276,0.22212482782061144,0.20840414303858606,1593840.84,19.391442580268393
polkowicki,216000,62882,2,102,19.3,61.1,19.6,15.7,80,32567,62997,51.7,62882,2,57.92,1.66,69,31,0,98.34,17.43,0,6.26,6.24,0,54.61,0,12.14,3.31,0,0.11709840420220097,0.3087539195909645,0.30168367652639355,0.272463999680441,1888868,30.03829394739353
poznański,3021000,409974,30,106,23.3,59.9,16.8,14.3,217,282195,406590,69.41,409974,30,71.98,1.04,61.86,38.14,0,98.96,43.99,0,6.64,7.9,0,27.09,0,14.38,0,0,0.23621792094167648,0.32625593917083334,0.2553890557236463,0.18213708416384386,17535391.14,42.77195905106178
proszowicki,1214000,42944,12,103,17.5,60.3,22.2,37.6,103,23977,43057,55.69,42944,12,55.3,1.45,57.5,42.5,0,98.55,8.05,0,5.63,18.44,0,62.56,0,5.33,0,0,0.09604914142119224,0.2773139745916515,0.3123830797152031,0.3142538042719531,2984018.37,69.48626979321908
prudnicki,1610000,54457,16,108,16.4,60.1,23.4,18.3,95,26488,54765,48.37,54457,16,49.95,1.84,76.31,23.69,0,98.16,19.62,0,5.47,9.13,0,45.12,0,9.58,0,11.07,0.1255827249538218,0.30996569619139763,0.29054886093763743,0.2739027179171431,3227488.3,59.266729713351815
pruszkowski,1421000,167112,14,110,20.6,57.4,22,50.1,680,119520,166679,71.71,167112,14,74.27,0.72,58.53,41.47,0,99.28,30.84,0,6.4,9.56,0,35.79,0,14.02,3.39,0,0.27785941806801123,0.40639918659792995,0.14703989959568198,0.16870149573837684,16804016.18,100.55541301642012
przasnyski,1422000,51859,14,100,19.9,59.6,20.6,28.4,42,26522,52101,50.9,51859,14,54.55,1.24,60.57,39.43,0,98.76,8.25,0,5.02,20.05,0,59.73,0,5.71,1.23,0,0.12128040140305234,0.3011916653116216,0.2289716369718228,0.3485562963135032,2579964.76,49.749604890182994
przemyski,1813000,73646,18,100,17.9,62.8,19.3,11.8,61,32027,73919,43.33,73646,18,53.26,1.76,71.63,28.37,0,98.24,11.87,0,7.18,10.91,0,65.56,0,4.48,0,0,0.10816944024205749,0.29762068491266674,0.26585063952688764,0.3283592353183881,23556.8,0.31986530157781823
przeworski,1814000,77697,18,103,18.4,61.2,20.4,21.8,111,33473,77979,42.93,77697,18,56.85,1.43,65.76,34.24,0,98.57,10.73,0,6.07,9.43,0,69.41,0,4.36,0,0,0.13144653089731584,0.31273512277972665,0.26836933919586026,0.28744900712709726,5679819.49,73.1021724133493
przysuski,1423000,40919,14,101,17.7,60,22.3,24.8,51,22626,41126,55.02,40919,14,60.98,1.4,59.86,40.14,0,98.6,8.36,0,5.31,10.87,0,70.36,0.86,3.85,0.39,0,0.10414800716524854,0.2830832960143305,0.23729287953425884,0.37547581728616214,3195181.95,78.085533615191
pszczyński,2410000,111748,24,105,20.8,60.9,18.3,35.3,237,62030,111814,55.48,111748,24,66.23,0.99,57.27,42.73,0,99.01,23.94,0,7.49,6.65,0,53.21,0,8.71,0,0,0.15001046584645442,0.30975416889550433,0.3447217247714957,0.19551364048654557,5145709.06,46.04743762751906
pucki,2211000,88012,22,102,21.5,60.7,17.8,28.4,152,52705,87568,60.19,88012,22,63.78,1.18,56.54,43.46,0,98.82,37.38,0,7.16,8.06,0,36.89,0,10.5,0,0,0.13311174933040756,0.3151602181419213,0.27240311078124496,0.27932492174642615,6573110.79,74.68425657864837
puławski,614000,111800,6,109,16.6,57.8,25.6,73.2,119,63368,112384,56.39,111800,6,60.83,1.04,52.4,47.6,0,98.96,20.41,0,7.86,8.05,0,53.91,0,8.34,1.42,0,0.17731290204487213,0.35075571361330476,0.23022854453218974,0.2417028398096334,3107082.4,27.791434704830053
pułtuski,1424000,51587,14,103,19.3,60,20.6,34,62,28782,51741,55.63,51587,14,59.02,1.42,63.27,36.73,0,98.58,9.22,0.33,5.32,21.6,0,56.44,0,6.44,0.65,0,0.14649620069955374,0.31086720540344953,0.24701483536364732,0.29562175853334943,2717537.07,52.67871886327951
pyrzycki,3212000,38963,32,100,17.3,60.1,22.6,24.2,53,21405,39202,54.6,38963,32,51.56,2.23,73.86,26.14,0,97.77,21.23,0,5.69,12.24,0,48.46,0,12.38,0,0,0.11295198935784255,0.3052364252025638,0.24449752086104728,0.3373140645785464,2908766.98,74.65459487205811
raciborski,2411000,106970,24,109,16.1,61.2,22.7,32.6,196,52848,107410,49.2,106970,24,50.02,1.19,67.47,32.53,0,98.81,30.26,0,6.3,6.53,0,45.8,0,9.76,1.35,0,0.14438133530330738,0.29179029464837175,0.3178399719036489,0.245988398144672,2353829.83,22.00457913433673
radomski,1425000,151913,14,101,20,61,18.9,17.2,99,71180,152190,46.77,151913,14,59.66,1.3,60.58,39.42,0,98.7,11.99,0,5.87,8.53,0,66.02,0.75,6.07,0.76,0,0.13240576777131294,0.2901678050425837,0.25346150602917616,0.3239649211569272,43911388.02,289.05615727422935
radomszczański,1012000,111129,10,104,16.6,59.5,23.9,42.4,77,60487,111696,54.15,111129,10,57.85,1.48,67.44,32.56,0,98.52,22.4,0,5.81,6.35,0,55.62,0,9.81,0,0,0.1318888123322467,0.3045731738669903,0.2504087781902695,0.3131292356104935,2394431.16,21.546411467753693
radziejowski,411000,39763,4,102,16.8,60.5,22.6,38,65,24759,40025,61.86,39763,4,51.21,2.05,71.84,28.16,0,97.95,15.08,0,4.53,12.28,0,55.69,0,11.24,1.18,0,0.09329000722101873,0.27326001222018553,0.2664278175859579,0.36702216297283785,3836656.17,96.48809622010411
radzyński,615000,57990,6,100,18.7,60,21.2,68.4,60,24961,58298,42.82,57990,6,56.55,1.67,66.67,33.33,0,98.33,8.47,0,5.55,13.95,0,64.29,0,5.4,2.33,0,0.11426887032180684,0.2921672663698644,0.2559004695980972,0.3376633937102316,2330692.64,40.19128539403346
rawicki,3022000,59956,30,103,20.2,59.2,20.6,23.6,108,36323,60188,60.35,59956,30,55.48,2.03,70.49,29.51,0,97.97,22.73,0,6.32,12.38,0,40.71,0,17.86,0,0,0.11068084496076383,0.3106931382793452,0.34529883008584833,0.23332718667404265,954864.65,15.926089965975049
rawski,1013000,48166,10,103,18.7,58.5,22.8,44.6,74,25173,48385,52.03,48166,10,58.52,1.56,69.21,30.79,0,98.44,10.01,0,6.39,17.88,0,58,0,7.72,0,0,0.1231152136091243,0.31512178619756426,0.24248501836458536,0.3192779818287261,4638919.68,96.3110841672549
ropczycko-sędziszowski,1815000,74544,18,102,20.4,61,18.6,18.2,136,26353,74573,35.34,74544,18,61.39,1.18,58.43,41.57,0,98.82,7.08,0,7.27,9.29,0,72.02,0.37,3.98,0,0,0.12025247971145175,0.3272137060414788,0.247321911632101,0.30521190261496844,3743623.67,50.22032182335265
rybnicki,2412000,78054,24,103,19.9,60.1,20.1,10,349,42571,78166,54.46,78054,24,61.34,1.09,59.95,40.05,0,98.91,26.21,0,6.92,5.12,0,53.42,0,6.73,1.61,0,0.11274685816876122,0.2857189489146401,0.37579565856047004,0.22573853435612862,8649,0.11080790222153894
rycki,616000,55238,6,101,18.1,58.3,23.6,63,89,29809,55530,53.68,55238,6,59.52,1.09,68.15,31.85,0,98.91,10.68,0,5.13,13.9,0,60.54,0,8.55,1.2,0,0.14104127482793544,0.38354380670896804,0.2177004319699068,0.25771448649318973,2732905.75,49.475103189833085
rypiński,412000,43190,4,103,18.7,59.9,21.4,25.1,73,24651,43390,56.81,43190,4,50.43,1.32,68.42,31.58,0,98.68,15.95,0,5.72,16.04,0,49.81,0,11.45,1.02,0,0.09384289884571091,0.2568627976110769,0.23361632609336083,0.41567797744985135,1582578.98,36.64225468858532
rzeszowski,1816000,169800,18,102,20.3,61.3,18.4,21.7,149,71595,170550,41.98,169800,18,63.09,0.92,57.89,42.11,0,99.08,10.86,0,8.56,7.33,0,67.59,0.54,5.12,0,0,0.14284254944640457,0.3177142677531648,0.25973801460014617,0.27970516820028446,12653524.88,74.52017008244995
sandomierski,2609000,75900,26,105,15.8,59.6,24.6,41.1,112,42273,76346,55.37,75900,26,53.41,1.28,66.74,33.26,0,98.72,13.09,0,5.94,17.43,0,53.66,0.85,8.25,0.78,0,0.15869712734675412,0.3455326849129156,0.22177486239915556,0.2739953253411747,3632344.93,47.856981949934124
sanocki,1817000,93293,18,104,17.2,60.3,22.5,39.2,80,38460,93818,40.99,93293,18,55,1.2,72.23,27.77,0,98.8,22.92,0,5.86,5.94,0,59.4,0,5.88,0,0,0.15769020251778873,0.3465654077723043,0.24864532019704433,0.24709906951286262,3876461,41.5514668839034
sejneński,2009000,19550,20,101,16,60.7,23.3,33,23,9338,19689,47.43,19550,20,47.94,1.22,58.33,41.67,0,98.78,20.21,0.85,5.46,16.25,0,46.64,0.59,9.29,0.71,0,0.13439716312056738,0.3186761229314421,0.14793144208037826,0.3989952718676123,1089767.74,55.74259539641944
sępoleński,413000,40685,4,101,19,60.3,20.7,34.5,51,23727,40826,58.12,40685,4,51.72,1.86,72.19,27.81,0,98.14,26,0,6.14,10.95,0,42.32,0,12.54,2.04,0,0.08663409527133135,0.2607747339033328,0.2875298086430524,0.36506136218228347,2294596.4,56.39907582647167
siedlecki,1426000,81253,14,99,20.3,60.2,19.5,4.5,51,33428,81385,41.07,81253,14,61.31,1.33,56.95,43.05,0,98.67,6.41,0.21,6.72,12.2,0,69.3,0,4.35,0.81,0,0.10831857875941542,0.2631065630345407,0.2719443027338475,0.35663055547219635,13800,0.16983988283509532
siemiatycki,2010000,43295,20,104,14.3,60.6,25.1,19.9,29,17733,43618,40.66,43295,20,49.53,1.12,67.98,32.02,0,98.88,19.4,0.2,5.6,12.28,0,53.62,0.36,7.93,0.6,0,0.10791536666579271,0.2882200256941349,0.1816155842793844,0.422249023360688,2506184.26,57.88622843284443
sieradzki,1014000,116492,10,105,17.7,59.6,22.7,54.2,78,63499,116918,54.31,116492,10,59.7,1.29,65.61,34.39,0,98.71,18.24,0,6.19,10.47,0,54.45,0,9.69,0.96,0,0.13884396102058147,0.3099450082891917,0.2340584691278153,0.31715256156241156,2725401.17,23.39560802458538
sierpecki,1427000,51250,14,103,18.1,61.1,20.8,24.6,60,27204,51534,52.79,51250,14,52.88,1.56,67.06,32.94,0,98.44,12.02,0,4.37,15.89,0,58.34,0,8.17,1.21,0,0.11523842039376352,0.3042221463525663,0.2415158757255036,0.3390235575281666,9533964.37,186.02857307317072
skarżyski,2610000,72482,26,107,14.5,57.6,27.9,47.6,182,40756,73163,55.71,72482,26,57.86,1,68.86,31.14,0,99,25.68,0,6.09,5.36,0,48.23,1.55,11.99,1.1,0,0.17324923276221027,0.38878521968446866,0.22933855620498744,0.20862699134833368,4860425.66,67.05700256615435
skierniewicki,1015000,38061,10,101,19.4,59.3,21.2,4.5,50,19712,38173,51.64,38061,10,61.26,1.65,74.51,25.49,0,98.35,9.54,0,6.56,11.82,0,65.43,0,6.65,0,0,0.09946736424091525,0.2880960635380882,0.28362066248542345,0.3288159097355731,34788.15,0.9140104043509104
sławieński,3213000,55469,32,104,17.8,59.8,22.4,23.7,53,31183,55777,55.91,55469,32,53.54,2.13,75.45,24.55,0,97.87,27.67,0,5.85,10.72,0,39.8,0,15.95,0,0,0.11415475281021499,0.3064935064935065,0.2629706428025756,0.31638109789370295,3136399.88,56.54329228938686
słubicki,805000,46771,8,105,18.5,61.5,20,24.9,47,30262,46944,64.46,46771,8,53.98,1.81,74.72,25.28,0,98.19,34.39,0,7.15,9.65,0,32.29,0,16.51,0,0,0.1301431841166764,0.3408207803268217,0.24934795337201257,0.27968808218448926,1197793.5,25.609747493104702
słupecki,3023000,58778,30,101,18.4,60.3,21.3,7.3,70,35926,58959,60.93,58778,30,56.13,1.68,69.66,30.34,0,98.32,16.28,0.58,5.93,13.69,0,50.24,0,13.27,0,0,0.11569736244685681,0.2936186898914434,0.29749865852148427,0.29318528914021547,3403676.67,57.907323658511686
słupski,2212000,98823,22,101,19.3,60.8,19.9,9.2,43,54084,98832,54.72,98823,22,52.68,1.45,60.39,39.61,0,98.55,31.2,0,6.16,9.27,0,37.29,0,16.09,0,0,0.11713022926653403,0.2783645564887637,0.2817695050139536,0.3227357092307487,5066224.1,51.2656375540107
sochaczewski,1428000,84621,14,106,19.3,58.9,21.7,38.8,115,49553,84804,58.43,84621,14,62.1,1.27,65.64,34.36,0,98.73,14.11,0,5.88,20.01,0,50.55,0,7.55,1.9,0,0.14914788812139054,0.34044842033744765,0.24605084361906918,0.2643528479220926,6402254.54,75.65798726084542
sokołowski,1429000,53008,14,101,17.7,58.3,24,29.8,47,28576,53294,53.62,53008,14,62.05,1.42,49.87,50.13,0,98.58,9.27,0.3,5.7,15.21,0,63.21,0,5.15,1.15,0,0.12389025112031792,0.3001395112877315,0.25014796651729093,0.32582227107465966,2043050.96,38.54231361303954
sokólski,2011000,65367,20,102,15.6,61,23.4,24.6,32,32305,65883,49.03,65367,20,51.57,1.1,58.96,41.04,0,98.9,11.79,0.31,7.4,13.46,0,60.48,0.27,5.9,0.39,0,0.11850293315264876,0.32952944742613627,0.18071429845051085,0.3712533209707041,2799919.85,42.833843529609744
stalowowolski,1818000,104865,18,107,16.1,59.7,24.2,36.8,125,43931,105431,41.67,104865,18,56.66,0.93,53.42,46.58,0,99.07,15.46,0,8.58,5.9,0,61.12,1.24,7.69,0,0,0.1665703275529865,0.3477962427745665,0.23451348747591522,0.2511199421965318,8339610.92,79.52711505268678
starachowicki,2611000,87968,26,107,15.9,58.1,26,44.9,167,47051,88549,53.14,87968,26,58.25,1.07,66.29,33.71,0,98.93,20.95,0,6.9,5.8,0,53.78,1.57,9.74,1.26,0,0.15511923276308967,0.34699326075686887,0.24270347330222913,0.25518403317781235,3570916.18,40.593354174245185
stargardzki,3214000,119946,32,104,18.1,59.4,22.5,31.8,79,69518,120132,57.87,119946,32,57.11,1.5,69.2,30.8,0,98.5,32.55,0,7.05,8.53,0,37.84,0,14.02,0,0,0.16295648595823475,0.33810307581524535,0.23031581113054211,0.2686246270959778,3723906.01,31.04652101779134
starogardzki,2213000,127906,22,103,20.6,60.4,19,25.7,95,68220,128210,53.21,127906,22,56.47,1.5,65.52,34.48,0,98.5,24.03,0,7.02,11.14,0,47.83,0,9.99,0,0,0.12259907986218564,0.3031193909760475,0.30653380371768685,0.26774772544408,19569631.32,153.00010413897706
staszowski,2612000,70928,26,102,17.1,59.7,23.3,41.7,76,38547,71250,54.1,70928,26,55.19,1.18,72.89,27.11,0,98.82,8.6,0,5.28,11.84,0,65.25,0.84,7.33,0.87,0,0.1439841884213127,0.28785308408136373,0.2664909824590299,0.3016717450382937,2608237.24,36.77302673133319
strzelecki,1611000,73770,16,105,16.3,61.6,22.1,40.2,99,36912,73923,49.93,73770,16,46.67,2.06,69.59,30.41,0,97.94,25.72,0,5.28,6.77,0,32.57,0,8.4,0,21.26,0.11773325094889223,0.27730602877570837,0.33005560949774915,0.2749051107776503,1477489.14,20.028319642130946
strzelecko-drezdenecki,806000,48348,8,103,18.4,59.5,22.1,20,39,28742,48621,59.11,48348,8,51.21,1.71,75.96,24.04,0,98.29,26.75,0,5.83,15.53,0,39.23,0,12.66,0,0,0.11677277118581089,0.28888503554707823,0.28670514503703337,0.30763704823007754,2039908.83,42.19220712335567
strzeliński,217000,43048,2,102,17.4,59.9,22.8,37.9,69,24494,43221,56.67,43048,2,56.71,1.46,65.65,34.35,0,98.54,26.46,0,5.51,9.9,0,48.02,0,7.81,2.3,0,0.1152518222173508,0.3500849454704883,0.25842604263714586,0.2762371896750151,2191017.56,50.89708139750976
strzyżowski,1819000,60880,18,101,17.9,61.9,20.1,24.4,120,22912,61161,37.46,60880,18,57.04,0.97,65.2,34.8,0,99.03,8.87,0,8.85,7.09,0,69.98,0.51,4.71,0,0,0.11455817439826768,0.30534271674856334,0.27871241775630884,0.30138669109686017,3411159.6,56.03087385019711
sulęciński,807000,34791,8,101,18.6,60.4,21,32,29,21044,35000,60.13,34791,8,51.64,2.15,70.96,29.04,0,97.85,27.21,0,7.68,10.96,0,40.27,0,13.88,0,0,0.1108396189666773,0.3455150678140161,0.25702043273487024,0.2866248804844364,1867879.76,53.688590727487
suski,1215000,83561,12,102,19.6,60.8,19.6,40.5,122,45576,83761,54.41,83561,12,59.54,1.27,61.88,38.12,0,98.73,15.39,0,7.66,8.14,0,62.83,0,5.98,0,0,0.1086148546564332,0.2942376261557986,0.2842660300960899,0.31288148909167823,2519494.81,30.151563648113356
suwalski,2012000,35430,20,96,19,61.4,19.6,3.4,27,15322,35577,43.07,35430,20,53,1.2,50,50,0,98.8,11.79,0.39,6.6,16.26,0,58.17,0.57,5.66,0.56,0,0.10766397506728999,0.26459130188411956,0.19344099730840061,0.43430372574018983,2130538.13,60.133732147897256
szamotulski,3024000,91686,30,104,20.4,59.5,20.1,21.9,82,62590,91745,68.22,91686,30,61.09,1.87,71.24,28.76,0,98.13,35.2,0,6.04,11.92,0,33.14,0,13.7,0,0,0.12216778934476424,0.3201024327784891,0.31790346824027166,0.23982630963647497,1946028.97,21.224930414676177
szczecinecki,3215000,76960,32,106,17.2,59.4,23.4,31.6,43,43260,77258,55.99,76960,32,52.63,1.91,69.95,30.05,0,98.09,32.52,0,6.79,8.37,0,41.49,0,10.82,0,0,0.1361165574737379,0.34882757081599797,0.22587792708781662,0.2891779446224475,10467088.01,136.00686083679832
szczycieński,2817000,68775,28,102,18.1,61.6,20.3,23.2,35,35950,69089,52.03,68775,28,51.47,1.93,68.73,31.27,0,98.07,20.05,0,6.45,16.39,0,45.33,0.83,10.96,0,0,0.13204225352112675,0.29295415349238285,0.21259701063524,0.36240658235125034,8923359.71,129.7471422755362
sztumski,2216000,40882,22,101,18.7,61.1,20.2,39.4,56,23563,41104,57.33,40882,22,47.22,2.37,76.96,23.04,0,97.63,33.83,0,5.77,9.47,0,39.52,0,11.41,0,0,0.10308481701285856,0.2949431256181998,0.27200791295746785,0.3299641444114738,826645.6,20.220282765031065
szydłowiecki,1430000,39168,14,101,18,61,21,21.4,86,18221,39340,46.32,39168,14,56.24,1.44,60.94,39.06,0,98.56,13.11,0,5.5,7.18,0,67.17,0.73,5.56,0.75,0,0.12895190060278017,0.28066182802312706,0.266976257842293,0.3234100135317997,4118612.76,105.15249080882353
średzki,218000,55849,2,102,19.6,61.1,19.3,9,80,31537,55508,56.82,55849,2,58.18,1.21,64,36,0,98.79,25.89,0,7.08,7.74,0,44.27,0,11.78,3.24,0,0.05912158298067025,0.14815280796065425,0.13449616836326203,0.1303900263067597,3661144.62,65.55434510913356
średzki,3025000,59194,30,103,21.1,59.6,19.3,13.4,95,37546,59149,63.48,59194,30,61.09,1.78,71.31,28.69,0,98.22,21.11,0.83,14.2,11.44,0,38.02,0,14.4,0,0,0.07302985245339129,0.15484387510008008,0.15896145487818827,0.14100423195699416,5539357.69,93.57971568064332
śremski,3026000,61397,30,104,20.4,59.6,19.9,38.1,107,36026,61492,58.59,61397,30,59.75,1.73,72.37,27.63,0,98.27,23.91,0.97,8.3,10.86,0,38.56,0,17.4,0,0,0.13708003698756807,0.3093599095859447,0.32688790712010685,0.22667214630638036,1383679.93,22.536604882974736
świdnicki,219000,155255,2,107,16.6,58.7,24.7,35.6,209,88491,156015,56.72,155255,2,58.7,1.23,67.41,32.59,0,98.77,31.04,0,6.3,5.22,0,41.14,0,14.27,2.03,0,0.10218430428098453,0.24562535744830444,0.17651781076358827,0.16464396837139994,5506477.75,35.46731345206273
świdnicki,617000,71181,6,108,17.1,58.1,24.7,42.1,151,37988,71432,53.18,71181,6,59.68,0.84,54.74,45.26,0,99.16,18.29,0,6.57,9.85,0,56.2,0,7.83,1.25,0,0.05969452271141264,0.11925787173311926,0.061405027625179055,0.07067113706601184,3421963.82,48.07411837428527
świdwiński,3216000,46127,32,103,16.7,59.9,23.3,27.4,42,26637,46394,57.41,46127,32,50.34,2,73.05,26.95,0,98,25.94,0,5.45,12.17,0,41.58,0,14.86,0,0,0.10676101838320129,0.29707971181703974,0.2728251672948235,0.3233341025049355,3435428.79,74.47761159407722
świebodziński,808000,55300,8,104,18.9,59.5,21.6,61.1,59,33085,55520,59.59,55300,8,55.86,1.61,77.26,22.74,0,98.39,30.48,0,7.57,12.91,0,35.17,0,13.86,0,0,0.13513936386597822,0.3406423925434185,0.2837792530007376,0.24043899058986568,1792018.72,32.40540180831827
świecki,414000,98321,4,103,18.9,60.3,20.8,28.3,67,55727,98703,56.46,98321,4,53.41,2.05,71.48,28.52,0,97.95,31.2,0,7.25,9.77,0,40.5,0,10.21,1.07,0,0.09676836756808824,0.26024032557131505,0.314132973727936,0.32885833313266066,2667807.28,27.133646728572735
tarnobrzeski,1820000,52534,18,103,16.5,61.5,22,33.2,100,22204,52720,42.12,52534,18,54.89,1.11,63.74,36.26,0,98.89,12.4,0,6.41,11.94,0,63.89,0.67,4.7,0,0,0.12442995145393027,0.302285097827686,0.27274064630020106,0.3005443044181827,7307111.8,139.0930026268702
tarnogórski,2413000,140791,24,106,17.6,58.9,23.5,57,219,82740,140780,58.77,140791,24,61.4,0.97,64.47,35.53,0,99.03,29.23,0,6.44,7.87,0,41.92,0,12.57,1.96,0,0.17769308803772654,0.3485409298202323,0.2779042031091492,0.1958617790328919,10741293.34,76.29247139376807
tarnowski,1216000,200923,12,101,19.2,62.2,18.7,19.1,142,87786,201230,43.62,200923,12,58.84,1.28,66.39,33.61,0,98.72,9.06,0,6.46,12.73,0,67.52,0,4.24,0,0,0.10371682820082244,0.29160771661664175,0.32207222097343613,0.28260323420909966,188198,0.9366672805004902
tatrzański,1217000,67901,12,107,19.1,59.6,21.4,47.3,144,27603,68049,40.56,67901,12,60.36,0.9,57.74,42.26,0,99.1,23.79,0,7.72,5.64,0,56.03,0,6.82,0,0,0.1349749565980883,0.3112366052720851,0.2208009897631353,0.33298744836669125,2259064.38,33.26997216535839
tczewski,2214000,114843,22,104,19.8,60,20.3,37.1,165,68413,115220,59.38,114843,22,57.07,1.56,66.32,33.68,0,98.44,30.74,0,7.96,8.81,0,40.73,0,11.77,0,0,0.12408117876007785,0.3157631359466222,0.3113149847094801,0.24884070058381985,3955756.3,34.44490565380563
tomaszowski,618000,81350,6,103,16,60.5,23.5,32,54,39511,81944,48.22,81350,6,52.11,1.24,67.19,32.81,0,98.76,8.94,0,5.55,15.73,0,63.25,0,5.55,0.98,0,0.05163406704373661,0.13339287069302655,0.08946947542916514,0.14358426579345207,3967687.41,48.77304744929318
tomaszowski,1016000,115110,10,109,17.8,57.8,24.3,42.8,112,63682,115735,55.02,115110,10,61.78,1.28,68,32,0,98.72,18.14,0,6.46,12.01,0,52.02,0,11.37,0,0,0.07805231115858535,0.19315787323211983,0.14481003496360634,0.16589910168630817,8254196.55,71.7070328381548
toruński,415000,110053,4,103,21.2,62.1,16.7,13.5,90,63566,109565,58.02,110053,4,57.82,1.36,67.51,32.49,0,98.64,30.53,0,7.39,8.74,0,39.89,0,12.41,1.03,0,0.11514853606584238,0.2782168109804515,0.289875348180638,0.31675930477306813,3215696.47,29.219525773945282
trzebnicki,220000,85242,2,104,18.9,60.1,21,41.3,83,49878,85226,58.52,85242,2,60.29,1.26,61.98,38.02,0,98.74,26.9,0,6.88,6.84,0,42.92,0,11.68,4.78,0,0.14629429057713136,0.31381711279591523,0.29144360204239517,0.24844499458455827,2307579.22,27.070918326646492
tucholski,416000,48203,4,100,20,59.6,20.4,28.1,45,26531,48322,54.9,48203,4,56.05,1.89,74.49,25.51,0,98.11,24.12,0,7.76,9.53,0,48.58,0,9.12,0.89,0,0.09695332811671757,0.2563545952495141,0.327611883787263,0.3190801928465053,1744264.71,36.185812293840634
turecki,3027000,83318,30,105,19.1,60.1,20.8,9.2,89,45798,83599,54.78,83318,30,58.31,1.29,72.4,27.6,0,98.71,13.17,0.6,5.48,14.3,0,56.65,0,9.79,0,0,0.13374785217112736,0.29442001339662754,0.2589480735067129,0.3128840609255322,3181243.8,38.18195107899853
wadowicki,1218000,159333,12,104,19.8,60.3,19.9,25.4,246,86551,159662,54.21,159333,12,61.78,1.28,67.04,32.96,0,98.72,21.14,0,6.73,10.95,0,54.03,0,7.15,0,0,0.11906056665484493,0.3011861134097805,0.3409859321432793,0.2387673877920952,10467296.38,65.6944661808916
wałbrzyski,221000,54752,2,108,15.5,59.5,25,25.2,127,29981,55107,54.41,54752,2,54.2,1.43,65.6,34.4,0,98.57,36.56,0,5.14,6.5,0,36.69,0,12.82,2.28,0,0.14295175088243928,0.3449467122735869,0.2489127392144413,0.2631887976295325,3876638.84,70.80360242548217
